num_detections,total_damage_area_ratio,avg_box_area_ratio,max_box_area_ratio,min_box_area_ratio,var_box_area_ratio,damage_density,class_1_count,class_2_count,class_3_count,class_4_count,class_entropy,mean_confidence,label
3,0.9076919555664062,0.30256399512290955,0.5365594029426575,0.08151479810476303,0.03459473326802254,0.30256399512290955,0,3,0,0,0.0,0.725534200668335,1
2,0.044183410704135895,0.022091705352067947,0.03833279013633728,0.005850621964782476,0.0002637728175614029,0.022091705352067947,0,2,0,0,0.0,0.7865400314331055,1
3,0.26293709874153137,0.08764570206403732,0.24317067861557007,0.005210889503359795,0.01210856158286333,0.08764570206403732,0,3,0,0,0.0,0.8588641285896301,1
2,0.2723669111728668,0.1361834555864334,0.270273357629776,0.002093562623485923,0.017980100587010384,0.1361834555864334,0,1,0,1,0.6931471805599453,0.8589484691619873,1
3,0.9642590284347534,0.32141968607902527,0.531284511089325,0.004397406242787838,0.0520096980035305,0.32141968607902527,2,1,0,0,0.6365141682948128,0.7064390778541565,1
3,0.15956352651119232,0.05318784341216087,0.08781740814447403,0.026500023901462555,0.0006581726484000683,0.05318784341216087,0,3,0,0,0.0,0.6930236220359802,1
2,0.2413431704044342,0.1206715852022171,0.17088481783866882,0.07045835256576538,0.0025213686749339104,0.1206715852022171,1,1,0,0,0.6931471805599453,0.836021900177002,1
1,0.0942205935716629,0.0942205935716629,0.0942205935716629,0.0942205935716629,0.0,0.0942205935716629,0,1,0,0,0.0,0.6678541898727417,1
3,0.5501793622970581,0.18339312076568604,0.23962649703025818,0.1240936815738678,0.002229338977485895,0.18339312076568604,0,3,0,0,0.0,0.7383986115455627,1
1,0.08325845748186111,0.08325845748186111,0.08325845748186111,0.08325845748186111,0.0,0.08325845748186111,0,0,0,1,0.0,0.6318744421005249,1
4,0.7609929442405701,0.19024823606014252,0.4710720181465149,0.008554808795452118,0.03684082254767418,0.19024823606014252,4,0,0,0,0.0,0.6996548175811768,1
5,1.027745246887207,0.20554904639720917,0.36034297943115234,0.0987757071852684,0.009273899719119072,0.20554904639720917,3,2,0,0,0.6730116670092565,0.7201325297355652,1
3,0.23695188760757446,0.07898396253585815,0.1312093585729599,0.008899491280317307,0.0026527568697929382,0.07898396253585815,1,2,0,0,0.6365141682948128,0.798004686832428,1
2,0.49561890959739685,0.24780945479869843,0.4726560115814209,0.022962909191846848,0.05055597051978111,0.24780945479869843,0,2,0,0,0.0,0.7354680299758911,1
3,0.4728647470474243,0.1576215773820877,0.4181402027606964,0.019041547551751137,0.03398112580180168,0.1576215773820877,1,1,0,1,1.0986122886681096,0.7776716351509094,1
2,0.1266079992055893,0.06330399960279465,0.1220775619149208,0.004530437756329775,0.0034543315414339304,0.06330399960279465,1,1,0,0,0.6931471805599453,0.5456472635269165,1
2,0.15441499650478363,0.07720749825239182,0.14668580889701843,0.007729184813797474,0.004827235825359821,0.07720749825239182,0,1,0,1,0.6931471805599453,0.746233344078064,1
5,0.5557600259780884,0.11115200817584991,0.2792108654975891,0.01700427010655403,0.00942404754459858,0.11115200817584991,1,4,0,0,0.5004024235381879,0.7502999305725098,1
3,0.19221466779708862,0.06407155841588974,0.14916203916072845,0.0006458807038143277,0.003910856321454048,0.06407155841588974,1,1,0,1,1.0986122886681096,0.7495474815368652,1
3,0.3252074718475342,0.10840249061584473,0.2667875289916992,0.01317703165113926,0.012714280746877193,0.10840249061584473,2,1,0,0,0.6365141682948128,0.9123460650444031,1
6,0.7782184481620789,0.1297030746936798,0.29114997386932373,0.0097751310095191,0.010260559618473053,0.1297030746936798,0,6,0,0,0.0,0.8501853942871094,1
5,0.6941773295402527,0.13883545994758606,0.4730973243713379,0.004239729605615139,0.02957724966108799,0.13883545994758606,0,5,0,0,0.0,0.7797629833221436,1
7,0.342428982257843,0.04891842603683472,0.2001781314611435,0.0003404415328986943,0.004441198892891407,0.04891842603683472,0,6,0,1,0.410116318288409,0.690125584602356,1
5,0.3986660838127136,0.0797332152724266,0.29886242747306824,0.000671131769195199,0.012410602532327175,0.0797332152724266,0,3,0,2,0.6730116670092565,0.6864510774612427,1
5,0.47135770320892334,0.09427154064178467,0.16831716895103455,0.03245324268937111,0.0018836462404578924,0.09427154064178467,0,4,0,1,0.5004024235381879,0.7206681966781616,1
5,1.5160651206970215,0.3032130300998688,0.5061700940132141,0.027680637314915657,0.02892439439892769,0.3032130300998688,4,1,0,0,0.5004024235381879,0.8362318277359009,1
1,0.07584143429994583,0.07584143429994583,0.07584143429994583,0.07584143429994583,0.0,0.07584143429994583,0,1,0,0,0.0,0.6636207103729248,1
3,0.3278261423110962,0.10927537828683853,0.21848827600479126,0.005568079650402069,0.007570990826934576,0.10927537828683853,1,1,0,1,1.0986122886681096,0.8873729109764099,1
3,0.3788715898990631,0.12629052996635437,0.19230495393276215,0.06946775317192078,0.002557072788476944,0.12629052996635437,0,3,0,0,0.0,0.8996560573577881,1
7,0.11352100968360901,0.016217287629842758,0.06328925490379333,0.0007963058305904269,0.0004115961492061615,0.016217287629842758,0,3,0,4,0.6829081047004717,0.818832516670227,1
3,0.3079783022403717,0.1026594340801239,0.3047741651535034,0.0005009940941818058,0.020425992086529732,0.1026594340801239,1,1,0,1,1.0986122886681096,0.8013724684715271,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1
7,0.48518165946006775,0.06931166350841522,0.1494501829147339,0.011250273324549198,0.0028549821581691504,0.06931166350841522,1,3,0,3,1.0042424730540764,0.7370041012763977,1
3,1.7569739818572998,0.5856580138206482,0.9477878212928772,0.38105475902557373,0.06593838334083557,0.5856580138206482,0,0,0,3,0.0,0.7298352122306824,1
3,0.6004679203033447,0.20015597343444824,0.4188840985298157,0.01581713929772377,0.027668476104736328,0.20015597343444824,3,0,0,0,0.0,0.7365118861198425,1
3,1.375748634338379,0.45858287811279297,0.6276747584342957,0.31669381260871887,0.01648818701505661,0.45858287811279297,1,2,0,0,0.6365141682948128,0.6324577927589417,1
3,0.39323320984840393,0.13107773661613464,0.24662652611732483,0.04439514875411987,0.00723288394510746,0.13107773661613464,0,1,0,2,0.6365141682948128,0.8587692379951477,1
1,0.4054344594478607,0.4054344594478607,0.4054344594478607,0.4054344594478607,0.0,0.4054344594478607,1,0,0,0,0.0,0.9398782849311829,1
2,0.4765091836452484,0.2382545918226242,0.4140484631061554,0.062460727989673615,0.03090348094701767,0.2382545918226242,0,1,0,1,0.6931471805599453,0.8266868591308594,1
7,0.4605295956134796,0.06578994542360306,0.24065032601356506,0.012351690791547298,0.005653983913362026,0.06578994542360306,0,2,0,5,0.5982695885852573,0.8303198218345642,1
4,0.6317460536956787,0.15793651342391968,0.375960111618042,0.036212120205163956,0.017518186941742897,0.15793651342391968,0,4,0,0,0.0,0.829593300819397,1
5,0.7632976770401001,0.15265953540802002,0.28304269909858704,0.005208476446568966,0.009859079495072365,0.15265953540802002,0,5,0,0,0.0,0.6542258262634277,1
2,0.37558138370513916,0.18779069185256958,0.2765193283557892,0.09906207025051117,0.007872769609093666,0.18779069185256958,1,1,0,0,0.6931471805599453,0.7375695109367371,1
3,0.323699027299881,0.10789967328310013,0.3168911933898926,0.0027929514180868864,0.021838977932929993,0.10789967328310013,0,2,0,1,0.6365141682948128,0.8717430233955383,1
2,0.4558090567588806,0.2279045283794403,0.3178989589214325,0.13791008293628693,0.008098999038338661,0.2279045283794403,1,1,0,0,0.6931471805599453,0.836969256401062,1
2,0.38898301124572754,0.19449150562286377,0.28092697262763977,0.10805602371692657,0.007471091113984585,0.19449150562286377,1,1,0,0,0.6931471805599453,0.7553415894508362,1
9,0.31110334396362305,0.03456703945994377,0.08299053460359573,0.00914208497852087,0.0005525110755115747,0.03456703945994377,0,9,0,0,0.0,0.7214675545692444,1
7,1.3967688083648682,0.19953839480876923,0.40004295110702515,0.031112065538764,0.01745218224823475,0.19953839480876923,1,3,0,3,1.0042424730540764,0.8033228516578674,1
6,1.145424246788025,0.19090403616428375,0.39928850531578064,0.00292188860476017,0.021878043189644814,0.19090403616428375,0,4,0,2,0.6365141682948128,0.7929908633232117,1
3,0.8625475168228149,0.2875158488750458,0.36063677072525024,0.19793549180030823,0.0045474073849618435,0.2875158488750458,0,3,0,0,0.0,0.7007337212562561,1
2,0.011183660477399826,0.005591830238699913,0.006120332516729832,0.005063328426331282,2.7931440627071424e-07,0.005591830238699913,0,2,0,0,0.0,0.9258999824523926,1
